system_id,artUrl,artTitle,artDate,artPoster,artCatagory,artContent,artComment,e_ip,insertedDate,dataSource
1,https://www.ptt.cc/bbs/Gossiping/M.1679016963.A.581.html,[問卦]快訊！RKG樂天女孩重大洋將戰力補強,2023-03-17 09:36:01,tony900735,Gossiping,"原KBO起亞虎啦啦隊長李多惠宣佈要加入樂天桃猿啦啦隊--樂天女孩了！
https://i.imgur.com/PL3jWfV.jpg
（李多惠本人IG也發文證實了）
林襄的樂天女孩NO.1地位會受到影響嗎？
有沒有八卦？？
（雖然我RKG比較喜歡十元就是）
","[{""cmtStatus"": ""推"", ""cmtPoster"": ""uam"", ""cmtContent"": "":到底是看球還是看啦啦隊啊"", ""cmtDate"": ""2023-03-17 09:36:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""s5869157"", ""cmtContent"": "":被淘汰不要的台灣撿來當寶"", ""cmtDate"": ""2023-03-17 09:37:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""prodd"", ""cmtContent"": "":洋助人比較貴嗎"", ""cmtDate"": ""2023-03-17 09:37:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""andyher"", ""cmtContent"": "":可憐，100%被台女聯合排擠"", ""cmtDate"": ""2023-03-17 09:37:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""Mugen0413"", ""cmtContent"": "":我比較喜歡徐賢淑，現在都塑塑的我好"", ""cmtDate"": ""2023-03-17 09:38:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""Mugen0413"", ""cmtContent"": "":難過"", ""cmtDate"": ""2023-03-17 09:38:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""pokemon"", ""cmtContent"": "":只剩啦啦隊能看了哈哈哈"", ""cmtDate"": ""2023-03-17 09:38:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""k385476916"", ""cmtContent"": "":要來台灣嫁給我ㄌ"", ""cmtDate"": ""2023-03-17 09:38:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""s203abc"", ""cmtContent"": "":洋將！"", ""cmtDate"": ""2023-03-17 09:38:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""HayamaAkito"", ""cmtContent"": "":啦啦隊也引進洋將XD"", ""cmtDate"": ""2023-03-17 09:38:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""alwang"", ""cmtContent"": "":又不是第一次來"", ""cmtDate"": ""2023-03-17 09:39:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""PTTfaggot"", ""cmtContent"": "":這個絕對屌打所有台女下肢超緊實跳舞"", ""cmtDate"": ""2023-03-17 09:41:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""PTTfaggot"", ""cmtContent"": "":功力也第一"", ""cmtDate"": ""2023-03-17 09:41:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""xxxg00w0"", ""cmtContent"": "":Rina比較讚"", ""cmtDate"": ""2023-03-17 09:42:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""birdy590"", ""cmtContent"": "":來台灣很聰明~韓國最多的東西就是黑粉"", ""cmtDate"": ""2023-03-17 09:45:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""butgames80"", ""cmtContent"": "":太神啦我們不要林香了"", ""cmtDate"": ""2023-03-17 09:46:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""PTTfaggot"", ""cmtContent"": "":李多惠在韓國好像有因為太紅被排擠"", ""cmtDate"": ""2023-03-17 09:46:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""birdy590"", ""cmtContent"": "":比較起來台灣的環境友善多了"", ""cmtDate"": ""2023-03-17 09:47:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""PTTfaggot"", ""cmtContent"": "":日韓女來台灣都可以體驗要多爽有多爽"", ""cmtDate"": ""2023-03-17 09:47:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""PttWillie"", ""cmtContent"": "":啦啦隊也可以找洋將，厲害了"", ""cmtDate"": ""2023-03-17 09:47:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""birdy590"", ""cmtContent"": "":不管做人和工作表現怎麼樣只要你夠紅"", ""cmtDate"": ""2023-03-17 09:47:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""birdy590"", ""cmtContent"": "":就會招黑粉愈紅招的愈多韓國就是這樣"", ""cmtDate"": ""2023-03-17 09:48:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""senglish86"", ""cmtContent"": "":彩香可以回來了嗎"", ""cmtDate"": ""2023-03-17 09:48:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""asdf70044"", ""cmtContent"": "":這才是棒球本業"", ""cmtDate"": ""2023-03-17 09:49:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""AngelNo13"", ""cmtContent"": "":啦啦隊也搞洋將"", ""cmtDate"": ""2023-03-17 09:49:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""dbdudsorj"", ""cmtContent"": "":在韓國被排擠混不下去QQ"", ""cmtDate"": ""2023-03-17 09:50:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""Heedictator"", ""cmtContent"": "":想看棒球惹"", ""cmtDate"": ""2023-03-17 09:50:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""mk5520"", ""cmtContent"": "":沒奶八卦噁男可是不要的喔"", ""cmtDate"": ""2023-03-17 09:50:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""robinsonXD"", ""cmtContent"": "":不進場看球都只看他們接的一日店長"", ""cmtDate"": ""2023-03-17 09:50:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""lumi0811"", ""cmtContent"": "":超級大咖欸！！"", ""cmtDate"": ""2023-03-17 09:50:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""mij"", ""cmtContent"": "":無所謂又不是看啦啦隊棒球爭氣點就好"", ""cmtDate"": ""2023-03-17 09:51:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""voyhanxu"", ""cmtContent"": "":太神啦！"", ""cmtDate"": ""2023-03-17 09:51:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""giggleboy"", ""cmtContent"": "":孝子團表示興奮"", ""cmtDate"": ""2023-03-17 09:52:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""ImBBCALL"", ""cmtContent"": "":勃起"", ""cmtDate"": ""2023-03-17 09:55:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""takoya333"", ""cmtContent"": "":太讚啦"", ""cmtDate"": ""2023-03-17 09:56:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""shellback"", ""cmtContent"": "":挖靠緊實身材屌打台灣"", ""cmtDate"": ""2023-03-17 09:56:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""mmchen"", ""cmtContent"": "":連這個都有洋將"", ""cmtDate"": ""2023-03-17 09:57:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""snio2427"", ""cmtContent"": "":真假"", ""cmtDate"": ""2023-03-17 09:57:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""snio2427"", ""cmtContent"": "":太讚了吧"", ""cmtDate"": ""2023-03-17 09:58:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""e6707122000"", ""cmtContent"": "":樂天滿足肥肥買票入場的動力"", ""cmtDate"": ""2023-03-17 09:58:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""perlone"", ""cmtContent"": "":三上什麼時候要來旅台"", ""cmtDate"": ""2023-03-17 09:58:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""dk2ftrmrn"", ""cmtContent"": "":啦啦隊元年"", ""cmtDate"": ""2023-03-17 09:59:00""}, {""cmtStatus"": ""噓"", ""cmtPoster"": ""canlest"", ""cmtContent"": "":之前就有彩香呀"", ""cmtDate"": ""2023-03-17 09:59:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""yggyygy"", ""cmtContent"": "":勃起好香"", ""cmtDate"": ""2023-03-17 10:01:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""heureuxseed"", ""cmtContent"": "":啊是多惠阿真的很惠阿嘶"", ""cmtDate"": ""2023-03-17 10:02:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""basslife"", ""cmtContent"": "":靠北啦啦隊也有洋將快笑死"", ""cmtDate"": ""2023-03-17 10:02:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""YOYOBOY"", ""cmtContent"": "":林襄可以閃一邊了人家奶比妳更大"", ""cmtDate"": ""2023-03-17 10:03:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""u9596g12"", ""cmtContent"": "":李河潤呢？"", ""cmtDate"": ""2023-03-17 10:05:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""ComeThrough"", ""cmtContent"": "":好讚"", ""cmtDate"": ""2023-03-17 10:05:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""waldo34"", ""cmtContent"": "":洋將是三小"", ""cmtDate"": ""2023-03-17 10:08:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""kairiyu"", ""cmtContent"": "":>>>>>>>>>>>>>>>>>>>>>>>>>>>襄菸"", ""cmtDate"": ""2023-03-17 10:08:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""EFERO"", ""cmtContent"": "":哇哇哇哇哇哇！！！！！！"", ""cmtDate"": ""2023-03-17 10:09:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""ziso"", ""cmtContent"": "":可以好香"", ""cmtDate"": ""2023-03-17 10:10:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""livestock"", ""cmtContent"": "":蠻正的感覺但不是很大的樣子"", ""cmtDate"": ""2023-03-17 10:11:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""palapalanhu"", ""cmtContent"": "":樂天最強洋將"", ""cmtDate"": ""2023-03-17 10:11:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""dreamyello"", ""cmtContent"": "":岌岌可危"", ""cmtDate"": ""2023-03-17 10:11:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""love0504"", ""cmtContent"": "":林襄滾啦這種才是最頂的"", ""cmtDate"": ""2023-03-17 10:12:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""DONX4"", ""cmtContent"": "":現在是看啦啦隊送球賽,當然補強啦啦隊員XD"", ""cmtDate"": ""2023-03-17 10:12:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""slimu0001"", ""cmtContent"": "":跳舞超讚的，台灣啦啦隊沒一個能打"", ""cmtDate"": ""2023-03-17 10:12:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""PoBa"", ""cmtContent"": "":太神喇太誇張啦我舔爆"", ""cmtDate"": ""2023-03-17 10:12:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""sjr500"", ""cmtContent"": "":我好想去看球球"", ""cmtDate"": ""2023-03-17 10:15:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""lou3612"", ""cmtContent"": "":太神啦"", ""cmtDate"": ""2023-03-17 10:17:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""scum5566"", ""cmtContent"": "":操，真的假的啦，這會暴動吧超香的"", ""cmtDate"": ""2023-03-17 10:17:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""nanachi"", ""cmtContent"": "":厲害了"", ""cmtDate"": ""2023-03-17 10:18:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""Fakhrou"", ""cmtContent"": "":太讚了吧！我好興奮我好興奮啊！"", ""cmtDate"": ""2023-03-17 10:18:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""Motor"", ""cmtContent"": "":同樣是塑膠，當然原產地比較香"", ""cmtDate"": ""2023-03-17 10:20:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""k7t7v7"", ""cmtContent"": "":不抽煙整形就至少90分"", ""cmtDate"": ""2023-03-17 10:33:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""wsxwsx77889"", ""cmtContent"": "":香從今天開始我就是樂天球迷了"", ""cmtDate"": ""2023-03-17 10:48:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""panda816"", ""cmtContent"": "":太香了吧"", ""cmtDate"": ""2023-03-17 10:56:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""vikingman"", ""cmtContent"": "":季外補強洋將合理"", ""cmtDate"": ""2023-03-17 11:18:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""ikoe"", ""cmtContent"": "":硬了最強外援"", ""cmtDate"": ""2023-03-17 11:21:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""BigShow30678"", ""cmtContent"": "":在台灣交男友（富二代"", ""cmtDate"": ""2023-03-17 11:27:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""gobo"", ""cmtContent"": "":有人敢排擠多惠老子就跟他拼命"", ""cmtDate"": ""2023-03-17 11:31:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""leo0821"", ""cmtContent"": "":真香"", ""cmtDate"": ""2023-03-17 11:37:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""kiddcat"", ""cmtContent"": "":進場買票看兩邊的啦啦隊比賽"", ""cmtDate"": ""2023-03-17 11:46:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""aikolove"", ""cmtContent"": "":真香"", ""cmtDate"": ""2023-03-17 11:53:00""}]",114.137.213.28,2023-03-18 01:37:09,ptt
2,https://www.ptt.cc/bbs/Gossiping/M.1679017272.A.6D7.html,Re:[問卦]李多惠LeeDaHye是最頂的啦啦隊嗎？,2023-03-17 09:41:09,Borges,Gossiping,"!!!!!震撼彈!!!!!
最頂的啦啦隊員
要來台灣加入最頂的啦啦隊 樂天女孩啦
https://i.imgur.com/L5QcOyn.jpg
李多惠+林襄 怎麼輸?
連YUKI和藍藍都要靠邊站了..

YT觀看數破千萬的超級洋將..有夠恐怖","[{""cmtStatus"": ""→"", ""cmtPoster"": ""PTTfaggot"", ""cmtContent"": "":啊斯"", ""cmtDate"": ""2023-03-17 09:41:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""bill403777"", ""cmtContent"": "":我好了"", ""cmtDate"": ""2023-03-17 09:42:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""LiveInNow"", ""cmtContent"": "":能不能來顏值高一點的這在樂天是路人"", ""cmtDate"": ""2023-03-17 09:42:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""bruce511239"", ""cmtContent"": "":真塑完美"", ""cmtDate"": ""2023-03-17 09:43:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""vdml"", ""cmtContent"": "":真香"", ""cmtDate"": ""2023-03-17 09:43:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""PTTfaggot"", ""cmtContent"": "":南韓最紅的拉拉隊長是路人呵呵"", ""cmtDate"": ""2023-03-17 09:43:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""zero549893"", ""cmtContent"": "":樂天嚴重超塑"", ""cmtDate"": ""2023-03-17 09:44:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""sk0181607"", ""cmtContent"": "":現代韓女真的超正，整型當作化妝不就好"", ""cmtDate"": ""2023-03-17 09:44:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""Heedictator"", ""cmtContent"": "":屌虐嬯"", ""cmtDate"": ""2023-03-17 09:46:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""k385476916"", ""cmtContent"": "":我老婆"", ""cmtDate"": ""2023-03-17 09:47:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""WaWa3"", ""cmtContent"": "":完蛋了，台女蒸丸"", ""cmtDate"": ""2023-03-17 09:52:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""ru04hj4"", ""cmtContent"": "":一直都是我可以她不行"", ""cmtDate"": ""2023-03-17 09:55:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""angraer"", ""cmtContent"": "":只有他不行沒有我可以"", ""cmtDate"": ""2023-03-17 09:58:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""snio2427"", ""cmtContent"": "":讚"", ""cmtDate"": ""2023-03-17 10:01:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""love0504"", ""cmtContent"": "":林襄被比下去了……"", ""cmtDate"": ""2023-03-17 10:03:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""t20031210"", ""cmtContent"": "":這真的超強世界級的"", ""cmtDate"": ""2023-03-17 10:15:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""aqrt66558"", ""cmtContent"": "":讚讚讚"", ""cmtDate"": ""2023-03-17 10:15:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""lionK13"", ""cmtContent"": "":你怎麼會拿YUKI來比"", ""cmtDate"": ""2023-03-17 10:30:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""koxinga"", ""cmtContent"": "":太強大了"", ""cmtDate"": ""2023-03-17 11:37:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""Crios"", ""cmtContent"": "":三樓笑死不懂不要講那麼大聲"", ""cmtDate"": ""2023-03-17 12:12:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""jimmy508"", ""cmtContent"": "":要入場了"", ""cmtDate"": ""2023-03-17 12:28:00""}, {""cmtStatus"": ""→"", ""cmtPoster"": ""mono1023"", ""cmtContent"": "":太香了"", ""cmtDate"": ""2023-03-17 16:50:00""}, {""cmtStatus"": ""推"", ""cmtPoster"": ""KURO1214"", ""cmtContent"": "":太正了，奶又好大"", ""cmtDate"": ""2023-03-17 17:11:00""}]",42.79.182.238,2023-03-18 01:37:09,ptt
